TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths,Year,Month,MonthName,YearMonth,Quarter
177,CUST4003,ACC28305,Current,Deposit,Home Loan,Firm D,South,Manager 1,2023-03-07,35664.24,1775.68,0.571722999,563,170,2023,3,Mar,2023-03,1
39,CUST1497,ACC52650,Credit,Withdrawal,Personal Loan,Firm E,South,Manager 2,2023-03-07,13019.75,122686.72,0.64143189,435,79,2023,3,Mar,2023-03,1
157,CUST3306,ACC21719,Savings,Deposit,Home Loan,Firm D,North,Manager 2,2023-10-31,126554.09,60776.94,0.56983939,621,198,2023,10,Oct,2023-10,4
37,CUST6028,ACC55331,Savings,Withdrawal,Mutual Fund,Firm B,East,Manager 4,2023-03-03,89243.13,57197.67,0.789495118,597,181,2023,3,Mar,2023-03,1
64,CUST4360,ACC78589,Loan,Transfer,Credit Card,Firm D,North,Manager 1,2023-11-06,21028.68,-4503.28,0.581042901,721,89,2023,11,Nov,2023-11,4
194,CUST1609,ACC34431,Current,Withdrawal,Savings Account,Firm D,Central,Manager 1,2023-10-22,50865.41,82922.93,0.232135871,812,94,2023,10,Oct,2023-10,4
12,CUST5121,ACC29231,Credit,Payment,Mutual Fund,Firm B,Central,Manager 3,2024-02-08,82243.19,83643.73,0.87272555,474,85,2024,2,Feb,2024-02,1
20,CUST8874,ACC10996,Savings,Payment,Credit Card,Firm B,East,Manager 4,2023-10-06,81016.86,97859.88,0.330434946,664,95,2023,10,Oct,2023-10,4
33,CUST2871,ACC42903,Loan,Transfer,Home Loan,Firm D,South,Manager 4,2024-04-21,58510.37,68463.54,0.470128302,532,54,2024,4,Apr,2024-04,2
144,CUST8461,ACC82926,Savings,Transfer,Mutual Fund,Firm A,Central,Manager 2,2023-05-15,19356.34,62470.18,0.660611085,407,167,2023,5,May,2023-05,2
36,CUST4438,ACC57700,Savings,Withdrawal,Personal Loan,Firm E,North,Manager 4,2024-05-04,-20633.96,121864.24,0.816173125,740,44,2024,5,May,2024-05,2
166,CUST1376,ACC78089,Loan,Deposit,Personal Loan,Firm E,North,Manager 4,2024-02-08,69928.19,104706.87,0.186275637,659,230,2024,2,Feb,2024-02,1
16,CUST9129,ACC34119,Savings,Transfer,Personal Loan,Firm C,Central,Manager 4,2023-02-10,25587.64,100275.16,0.668046833,689,155,2023,2,Feb,2023-02,1
57,CUST3041,ACC76597,Loan,Payment,Personal Loan,Firm C,North,Manager 1,2023-08-10,61661.34,65909.06,0.289699597,713,145,2023,8,Aug,2023-08,3
158,CUST2541,ACC92360,Credit,Deposit,Mutual Fund,Firm A,North,Manager 2,2024-06-16,76746.33,56568.15,0.523229352,655,172,2024,6,Jun,2024-06,2
21,CUST7255,ACC16241,Savings,Payment,Mutual Fund,Firm C,North,Manager 2,2024-03-21,35014.56,94968.36,-0.074753609,692,65,2024,3,Mar,2024-03,1
198,CUST1467,ACC29356,Credit,Payment,Mutual Fund,Firm C,Central,Manager 1,2023-11-08,5141.85,87474.4,0.464274818,545,50,2023,11,Nov,2023-11,4
88,CUST5916,ACC92558,Loan,Transfer,Home Loan,Firm B,South,Manager 2,2023-05-11,34440.03,80568.47,0.41063438,404,19,2023,5,May,2023-05,2
184,CUST5105,ACC42710,Current,Transfer,Home Loan,Firm A,South,Manager 1,2023-08-17,47240.32,58933.8,-0.207031862,770,179,2023,8,Aug,2023-08,3
105,CUST8279,ACC18177,Loan,Payment,Credit Card,Firm C,East,Manager 4,2024-03-23,61506.26,29427.51,0.393364145,683,202,2024,3,Mar,2024-03,1
75,CUST7388,ACC55729,Credit,Transfer,Credit Card,Firm D,North,Manager 4,2023-10-16,114808.96,91139.23,0.425106589,845,67,2023,10,Oct,2023-10,4
63,CUST1644,ACC25132,Savings,Payment,Credit Card,Firm C,South,Manager 3,2023-05-29,10392.7,152303.9,0.575497635,832,229,2023,5,May,2023-05,2
148,CUST9066,ACC34821,Savings,Transfer,Mutual Fund,Firm E,West,Manager 1,2023-06-17,70367.69,35538.52,0.43221244,806,126,2023,6,Jun,2023-06,2
130,CUST6549,ACC61827,Credit,Payment,Home Loan,Firm A,West,Manager 3,2023-09-30,81296.42,29240.0,0.790596013,339,236,2023,9,Sep,2023-09,3
179,CUST4684,ACC96277,Current,Deposit,Home Loan,Firm A,East,Manager 1,2024-01-12,76415.41,25255.51,0.052386351,447,166,2024,1,Jan,2024-01,1
126,CUST4780,ACC77773,Loan,Payment,Savings Account,Firm C,Central,Manager 1,2024-05-02,47387.58,78097.38,0.618672578,510,164,2024,5,May,2024-05,2
23,CUST3315,ACC83005,Current,Withdrawal,Personal Loan,Firm E,East,Manager 4,2024-02-06,106601.65,70256.79,0.58105842,683,150,2024,2,Feb,2024-02,1
198,CUST5610,ACC15671,Savings,Withdrawal,Mutual Fund,Firm D,East,Manager 4,2024-02-05,54668.94,-8225.6,0.629672103,493,172,2024,2,Feb,2024-02,1
4,CUST4780,ACC64393,Credit,Withdrawal,Credit Card,Firm A,Central,Manager 1,2024-02-21,64795.15,97922.18,0.520181518,697,116,2024,2,Feb,2024-02,1
24,CUST2612,ACC50439,Savings,Transfer,Home Loan,Firm C,North,Manager 4,2023-07-30,-3285.76,38207.24,0.504577311,442,161,2023,7,Jul,2023-07,3
74,CUST8028,ACC72197,Savings,Payment,Home Loan,Firm B,West,Manager 4,2023-02-26,26912.74,52481.84,0.792481174,711,196,2023,2,Feb,2023-02,1
55,CUST2842,ACC29231,Loan,Withdrawal,Home Loan,Firm B,Central,Manager 1,2023-02-23,67367.78,78266.35,0.219621139,633,120,2023,2,Feb,2023-02,1
133,CUST4884,ACC15925,Loan,Withdrawal,Credit Card,Firm E,East,Manager 2,2023-09-13,13600.05,87024.01,0.557015077,391,178,2023,9,Sep,2023-09,3
137,CUST8028,ACC41829,Loan,Transfer,Mutual Fund,Firm B,North,Manager 2,2023-12-24,13165.72,76738.4,0.453360336,529,204,2023,12,Dec,2023-12,4
127,CUST1747,ACC61926,Current,Payment,Savings Account,Firm A,South,Manager 4,2023-05-24,21323.86,85862.04,0.199902172,513,109,2023,5,May,2023-05,2
63,CUST5320,ACC30787,Current,Withdrawal,Savings Account,Firm A,North,Manager 2,2024-01-08,78647.71,118150.97,0.525208987,432,51,2024,1,Jan,2024-01,1
150,CUST9683,ACC58667,Current,Payment,Personal Loan,Firm D,North,Manager 4,2023-06-06,103733.15,71485.9,0.985826848,760,68,2023,6,Jun,2023-06,2
81,CUST1042,ACC82298,Loan,Transfer,Home Loan,Firm E,East,Manager 3,2023-05-26,-6959.08,79297.95,0.030994354,567,238,2023,5,May,2023-05,2
110,CUST3006,ACC30787,Credit,Transfer,Personal Loan,Firm D,North,Manager 3,2023-05-15,40538.72,63306.51,0.288158264,397,19,2023,5,May,2023-05,2
42,CUST2871,ACC43771,Current,Payment,Mutual Fund,Firm C,West,Manager 2,2023-12-17,31132.97,80044.23,0.635544999,471,123,2023,12,Dec,2023-12,4
18,CUST6292,ACC72197,Credit,Withdrawal,Savings Account,Firm D,East,Manager 1,2023-12-09,9060.01,64955.0,0.386781021,337,129,2023,12,Dec,2023-12,4
74,CUST3153,ACC62446,Loan,Payment,Savings Account,Firm B,Central,Manager 1,2024-06-16,57541.5,81665.42,0.127820471,711,88,2024,6,Jun,2024-06,2
53,CUST4461,ACC57597,Loan,Payment,Credit Card,Firm A,West,Manager 2,2023-05-21,58069.46,69662.35,0.757469601,711,142,2023,5,May,2023-05,2
67,CUST2427,ACC24981,Savings,Withdrawal,Mutual Fund,Firm B,West,Manager 4,2023-02-26,41023.57,88082.59,0.307705571,437,177,2023,2,Feb,2023-02,1
126,CUST4126,ACC95164,Credit,Transfer,Savings Account,Firm C,East,Manager 4,2024-02-05,15535.69,157152.53,0.263513529,761,50,2024,2,Feb,2024-02,1
10,CUST5121,ACC22036,Savings,Payment,Credit Card,Firm C,North,Manager 2,2023-09-24,98892.69,52329.09,0.313931561,422,88,2023,9,Sep,2023-09,3
100,CUST3069,ACC19178,Current,Deposit,Home Loan,Firm D,West,Manager 3,2024-01-29,51548.32,113904.13,0.777373586,342,197,2024,1,Jan,2024-01,1
27,CUST8155,ACC80442,Credit,Deposit,Credit Card,Firm B,West,Manager 3,2023-08-16,43435.02,69501.13,0.51939743,431,129,2023,8,Aug,2023-08,3
98,CUST1189,ACC33287,Loan,Deposit,Personal Loan,Firm B,North,Manager 1,2024-03-21,36818.17,59165.85,0.663298807,448,67,2024,3,Mar,2024-03,1
195,CUST6038,ACC71426,Credit,Payment,Credit Card,Firm A,North,Manager 1,2023-02-04,82615.25,67816.09,0.544931384,718,218,2023,2,Feb,2023-02,1
18,CUST1768,ACC80442,Current,Withdrawal,Home Loan,Firm D,West,Manager 1,2024-02-05,61666.03,70287.93,0.524980961,421,198,2024,2,Feb,2024-02,1
167,CUST9843,ACC11837,Credit,Withdrawal,Personal Loan,Firm E,Central,Manager 3,2023-09-10,30485.94,39644.45,0.648870437,317,155,2023,9,Sep,2023-09,3
170,CUST6029,ACC24070,Savings,Withdrawal,Savings Account,Firm E,East,Manager 2,2024-01-01,40733.36,12642.43,0.658468726,801,73,2024,1,Jan,2024-01,1
197,CUST5609,ACC52650,Credit,Transfer,Home Loan,Firm C,West,Manager 3,2023-07-26,62300.63,40604.67,0.584186907,643,167,2023,7,Jul,2023-07,3
46,CUST5428,ACC71426,Loan,Withdrawal,Credit Card,Firm E,Central,Manager 2,2024-05-28,59779.05,85050.76,0.842605599,799,49,2024,5,May,2024-05,2
154,CUST1467,ACC95164,Current,Transfer,Savings Account,Firm C,West,Manager 1,2024-03-05,104737.49,18478.24,0.446903572,833,164,2024,3,Mar,2024-03,1
68,CUST8155,ACC83581,Current,Withdrawal,Home Loan,Firm A,West,Manager 2,2024-02-13,16193.0,73371.15,0.62474639,547,73,2024,2,Feb,2024-02,1
168,CUST9420,ACC61926,Credit,Transfer,Savings Account,Firm B,North,Manager 2,2023-02-04,86351.26,91218.64,0.109188559,510,114,2023,2,Feb,2023-02,1
118,CUST2578,ACC15228,Credit,Transfer,Home Loan,Firm E,North,Manager 2,2023-11-28,51787.07,154663.64,-0.069215746,584,154,2023,11,Nov,2023-11,4
171,CUST6029,ACC40939,Loan,Transfer,Personal Loan,Firm E,Central,Manager 2,2024-04-16,56782.89,82257.32,0.247013914,775,118,2024,4,Apr,2024-04,2
16,CUST2805,ACC24981,Loan,Withdrawal,Mutual Fund,Firm D,Central,Manager 3,2023-02-17,56662.02,56200.08,0.665148868,780,45,2023,2,Feb,2023-02,1
132,CUST7481,ACC49422,Credit,Withdrawal,Home Loan,Firm E,South,Manager 1,2024-05-15,90428.24,106107.55,0.261469213,425,86,2024,5,May,2024-05,2
35,CUST8250,ACC16241,Current,Deposit,Home Loan,Firm D,Central,Manager 1,2023-05-24,34321.22,63636.16,0.940755049,584,45,2023,5,May,2023-05,2
155,CUST8091,ACC10117,Current,Deposit,Home Loan,Firm C,South,Manager 1,2024-04-25,56402.84,33798.37,0.265630262,698,96,2024,4,Apr,2024-04,2
148,CUST1609,ACC22036,Loan,Deposit,Savings Account,Firm A,North,Manager 1,2023-08-23,22354.42,123644.43,0.61036516,463,156,2023,8,Aug,2023-08,3
171,CUST6735,ACC10117,Credit,Payment,Home Loan,Firm B,South,Manager 1,2023-09-13,56512.35,115878.97,0.736874427,608,48,2023,9,Sep,2023-09,3
183,CUST7481,ACC83848,Loan,Deposit,Savings Account,Firm A,East,Manager 1,2023-03-06,65227.76,60342.99,0.333802812,484,150,2023,3,Mar,2023-03,1
43,CUST3041,ACC21264,Savings,Payment,Home Loan,Firm B,North,Manager 2,2023-08-18,-19468.49,47830.38,0.314449486,612,19,2023,8,Aug,2023-08,3
34,CUST9439,ACC29007,Current,Payment,Home Loan,Firm E,South,Manager 4,2023-06-10,77966.71,52405.24,0.635598405,609,237,2023,6,Jun,2023-06,2
190,CUST2188,ACC54589,Current,Withdrawal,Home Loan,Firm C,East,Manager 3,2023-11-19,32333.8,112338.38,0.46827576,682,176,2023,11,Nov,2023-11,4
178,CUST5174,ACC41829,Current,Withdrawal,Mutual Fund,Firm E,West,Manager 3,2024-02-04,72402.94,122983.46,0.224409566,746,159,2024,2,Feb,2024-02,1
55,CUST9169,ACC29007,Credit,Deposit,Mutual Fund,Firm C,North,Manager 1,2023-07-19,13386.81,62678.81,0.210106004,449,157,2023,7,Jul,2023-07,3
142,CUST8155,ACC29396,Loan,Withdrawal,Credit Card,Firm C,South,Manager 2,2023-04-11,24737.77,80497.1,0.489431906,496,152,2023,4,Apr,2023-04,2
153,CUST4258,ACC41829,Savings,Payment,Credit Card,Firm C,South,Manager 4,2023-12-30,50429.65,60207.82,0.45767805,363,234,2023,12,Dec,2023-12,4
150,CUST4669,ACC29007,Credit,Withdrawal,Home Loan,Firm D,South,Manager 4,2023-01-12,80788.95,73223.69,0.422467026,785,211,2023,1,Jan,2023-01,1
161,CUST4684,ACC66086,Credit,Transfer,Savings Account,Firm C,South,Manager 1,2024-04-06,-26.11,166720.44,0.374522629,626,92,2024,4,Apr,2024-04,2
30,CUST8416,ACC52650,Current,Withdrawal,Mutual Fund,Firm D,East,Manager 3,2024-06-11,48302.04,44799.59,0.567149099,571,55,2024,6,Jun,2024-06,2
61,CUST1376,ACC92360,Current,Transfer,Credit Card,Firm D,South,Manager 1,2023-05-21,70569.96,83858.75,0.569235754,839,198,2023,5,May,2023-05,2
51,CUST9683,ACC41829,Current,Transfer,Credit Card,Firm D,West,Manager 2,2023-05-15,58059.17,1798.45,0.371319198,313,71,2023,5,May,2023-05,2
32,CUST3059,ACC64785,Current,Withdrawal,Home Loan,Firm C,South,Manager 4,2024-05-15,99270.57,55743.32,0.615475381,785,79,2024,5,May,2024-05,2
112,CUST5385,ACC89098,Current,Transfer,Credit Card,Firm A,West,Manager 3,2023-12-25,88630.97,20659.78,0.870071065,440,138,2023,12,Dec,2023-12,4
191,CUST4438,ACC91723,Current,Transfer,Mutual Fund,Firm D,North,Manager 2,2023-06-06,43133.41,105774.63,0.527452248,776,71,2023,6,Jun,2023-06,2
103,CUST2349,ACC18140,Credit,Transfer,Personal Loan,Firm A,West,Manager 3,2024-03-12,105553.89,34360.89,0.707031601,744,156,2024,3,Mar,2024-03,1
176,CUST9731,ACC29396,Credit,Withdrawal,Savings Account,Firm C,North,Manager 3,2023-01-28,44329.31,44786.39,0.216770181,656,64,2023,1,Jan,2023-01,1
7,CUST9129,ACC53466,Current,Deposit,Home Loan,Firm D,North,Manager 3,2023-09-19,62795.87,62870.31,0.243762757,673,93,2023,9,Sep,2023-09,3
104,CUST4669,ACC38559,Credit,Payment,Credit Card,Firm D,South,Manager 3,2024-03-01,73497.6,16487.65,0.573919122,457,77,2024,3,Mar,2024-03,1
162,CUST4373,ACC11837,Savings,Payment,Home Loan,Firm E,East,Manager 4,2023-10-23,46085.78,93955.91,0.780755222,568,106,2023,10,Oct,2023-10,4
36,CUST1962,ACC78178,Current,Deposit,Mutual Fund,Firm E,South,Manager 4,2023-06-06,4316.82,81748.99,0.751756621,624,95,2023,6,Jun,2023-06,2
22,CUST6549,ACC25811,Credit,Withdrawal,Credit Card,Firm A,South,Manager 3,2023-08-06,32786.81,84268.18,0.538301226,582,151,2023,8,Aug,2023-08,3
94,CUST9038,ACC34431,Savings,Transfer,Home Loan,Firm B,North,Manager 4,2023-11-07,47213.78,70834.4,0.313680353,445,238,2023,11,Nov,2023-11,4
24,CUST4438,ACC25811,Current,Transfer,Home Loan,Firm D,North,Manager 3,2024-03-02,50562.39,79054.21,0.443626778,346,192,2024,3,Mar,2024-03,1
154,CUST2412,ACC74631,Credit,Deposit,Home Loan,Firm D,East,Manager 1,2024-01-04,26212.82,72725.92,0.251906677,450,187,2024,1,Jan,2024-01,1
116,CUST5174,ACC34119,Savings,Transfer,Mutual Fund,Firm A,West,Manager 3,2023-09-11,66097.87,30652.52,0.885007613,704,57,2023,9,Sep,2023-09,3
56,CUST5500,ACC29356,Credit,Transfer,Mutual Fund,Firm D,East,Manager 4,2023-06-10,-9688.95,105909.64,0.758567633,315,80,2023,6,Jun,2023-06,2
12,CUST4438,ACC66190,Current,Withdrawal,Personal Loan,Firm A,South,Manager 3,2023-02-16,106992.11,123694.76,0.820361903,563,135,2023,2,Feb,2023-02,1
193,CUST1498,ACC16664,Credit,Withdrawal,Mutual Fund,Firm A,East,Manager 3,2023-11-17,18908.4,97646.97,0.773638933,457,81,2023,11,Nov,2023-11,4
7,CUST2578,ACC57872,Savings,Transfer,Personal Loan,Firm C,South,Manager 4,2023-10-21,87179.63,74025.86,0.414463566,503,197,2023,10,Oct,2023-10,4
82,CUST7098,ACC99549,Credit,Payment,Credit Card,Firm A,East,Manager 4,2023-12-30,59544.16,48871.81,0.544054698,589,191,2023,12,Dec,2023-12,4
188,CUST4360,ACC11188,Current,Deposit,Savings Account,Firm C,South,Manager 4,2023-10-31,73725.41,102427.17,0.927678606,780,163,2023,10,Oct,2023-10,4
113,CUST7994,ACC62446,Savings,Withdrawal,Personal Loan,Firm A,West,Manager 2,2023-09-26,100129.12,65014.52,0.767009823,740,116,2023,9,Sep,2023-09,3
187,CUST8028,ACC22255,Credit,Deposit,Personal Loan,Firm D,South,Manager 2,2023-03-07,34604.29,62606.23,0.69264252,653,141,2023,3,Mar,2023-03,1
132,CUST5105,ACC89098,Current,Payment,Home Loan,Firm E,South,Manager 1,2023-10-04,39320.84,109335.68,0.349356294,323,86,2023,10,Oct,2023-10,4
110,CUST6351,ACC15925,Current,Deposit,Credit Card,Firm C,North,Manager 4,2023-01-06,59194.42,54997.69,0.382466019,349,11,2023,1,Jan,2023-01,1
22,CUST2699,ACC40952,Current,Withdrawal,Savings Account,Firm E,East,Manager 3,2024-06-13,49709.05,55394.83,0.253184913,615,220,2024,6,Jun,2024-06,2
33,CUST5920,ACC35419,Current,Payment,Mutual Fund,Firm C,Central,Manager 1,2024-02-21,112373.11,18620.98,0.490592962,329,213,2024,2,Feb,2024-02,1
133,CUST4595,ACC34431,Current,Payment,Mutual Fund,Firm C,East,Manager 2,2023-11-21,85761.61,27520.52,0.567118363,557,233,2023,11,Nov,2023-11,4
140,CUST5916,ACC37688,Current,Transfer,Home Loan,Firm C,Central,Manager 1,2023-04-14,63201.56,79252.79,0.44731781,772,213,2023,4,Apr,2023-04,2
54,CUST8765,ACC94907,Credit,Withdrawal,Personal Loan,Firm B,North,Manager 2,2023-10-20,41405.73,75242.44,0.248413907,701,58,2023,10,Oct,2023-10,4
71,CUST7793,ACC45951,Current,Payment,Home Loan,Firm B,West,Manager 2,2023-09-13,32106.98,129308.65,0.471851436,445,91,2023,9,Sep,2023-09,3
73,CUST9754,ACC72197,Current,Withdrawal,Savings Account,Firm D,West,Manager 2,2024-03-05,69190.48,64537.63,0.464608382,769,232,2024,3,Mar,2024-03,1
12,CUST4625,ACC23736,Current,Transfer,Mutual Fund,Firm E,South,Manager 2,2024-04-21,43036.42,69752.46,0.731602567,465,208,2024,4,Apr,2024-04,2
188,CUST8155,ACC31539,Current,Transfer,Home Loan,Firm B,South,Manager 3,2024-04-16,28630.08,41457.2,0.172775276,563,74,2024,4,Apr,2024-04,2
28,CUST8028,ACC92104,Credit,Withdrawal,Home Loan,Firm A,East,Manager 4,2024-05-24,16223.77,63010.88,0.214137123,547,150,2024,5,May,2024-05,2
78,CUST2699,ACC42467,Savings,Deposit,Mutual Fund,Firm D,South,Manager 1,2023-10-04,59308.88,59286.13,0.282214011,449,192,2023,10,Oct,2023-10,4
142,CUST6029,ACC65144,Current,Transfer,Mutual Fund,Firm C,Central,Manager 3,2023-06-06,56439.94,72475.06,0.540954694,424,201,2023,6,Jun,2023-06,2
42,CUST9248,ACC23985,Current,Payment,Home Loan,Firm D,South,Manager 3,2023-05-24,-2530.58,116325.61,0.411249148,680,12,2023,5,May,2023-05,2
170,CUST1569,ACC11062,Loan,Withdrawal,Home Loan,Firm E,South,Manager 2,2024-03-30,17116.0,63085.27,-0.192798906,398,52,2024,3,Mar,2024-03,1
16,CUST4794,ACC96277,Savings,Payment,Credit Card,Firm D,Central,Manager 2,2023-08-06,102125.06,44048.74,0.603282245,711,55,2023,8,Aug,2023-08,3
49,CUST1555,ACC88252,Loan,Transfer,Mutual Fund,Firm D,North,Manager 3,2024-04-16,3893.02,107232.61,0.34943158,352,65,2024,4,Apr,2024-04,2
99,CUST1042,ACC51971,Savings,Withdrawal,Savings Account,Firm A,South,Manager 1,2023-02-04,58765.08,28905.51,0.104027414,533,75,2023,2,Feb,2023-02,1
158,CUST3609,ACC61827,Credit,Payment,Credit Card,Firm A,North,Manager 1,2023-10-31,3425.11,56228.3,0.665860112,443,84,2023,10,Oct,2023-10,4
189,CUST7730,ACC52650,Current,Transfer,Personal Loan,Firm B,North,Manager 4,2024-04-16,66530.28,105141.3,0.757303067,404,67,2024,4,Apr,2024-04,2
185,CUST5545,ACC57700,Savings,Transfer,Home Loan,Firm D,South,Manager 1,2023-02-16,71932.53,69920.36,0.487487947,395,194,2023,2,Feb,2023-02,1
89,CUST8091,ACC48501,Savings,Payment,Home Loan,Firm E,South,Manager 4,2024-02-13,29264.54,43656.14,0.455633985,630,30,2024,2,Feb,2024-02,1
37,CUST5894,ACC99409,Savings,Transfer,Mutual Fund,Firm B,West,Manager 2,2023-08-18,-10992.91,2730.9,0.303423397,449,127,2023,8,Aug,2023-08,3
24,CUST6292,ACC62809,Current,Payment,Home Loan,Firm B,North,Manager 4,2024-02-08,44133.04,50278.12,0.59688416,703,235,2024,2,Feb,2024-02,1
122,CUST5920,ACC60432,Savings,Withdrawal,Home Loan,Firm A,East,Manager 1,2023-02-10,48881.36,66439.23,0.37829135,709,153,2023,2,Feb,2023-02,1
143,CUST1376,ACC11285,Savings,Withdrawal,Credit Card,Firm B,Central,Manager 1,2023-09-11,88221.49,39508.52,0.471567719,378,173,2023,9,Sep,2023-09,3
180,CUST3609,ACC39482,Loan,Withdrawal,Home Loan,Firm A,Central,Manager 3,2023-10-31,10599.62,101228.9,0.697238316,742,88,2023,10,Oct,2023-10,4
69,CUST7481,ACC87006,Loan,Deposit,Personal Loan,Firm C,North,Manager 4,2024-06-08,71903.45,110199.25,0.409566077,747,10,2024,6,Jun,2024-06,2
78,CUST7098,ACC41829,Current,Deposit,Savings Account,Firm D,Central,Manager 1,2023-06-06,57931.95,112358.13,0.041136127,724,177,2023,6,Jun,2023-06,2
7,CUST8390,ACC29646,Savings,Transfer,Mutual Fund,Firm C,North,Manager 4,2024-03-14,52888.26,138785.57,0.367834185,471,13,2024,3,Mar,2024-03,1
88,CUST7933,ACC52650,Credit,Payment,Home Loan,Firm C,Central,Manager 1,2024-05-22,68252.92,48057.78,0.480789599,474,109,2024,5,May,2024-05,2
73,CUST2578,ACC75675,Current,Withdrawal,Credit Card,Firm E,South,Manager 1,2023-08-17,67421.32,243.76,-0.071106884,679,237,2023,8,Aug,2023-08,3
197,CUST5385,ACC15359,Loan,Transfer,Credit Card,Firm D,West,Manager 2,2023-05-21,61378.51,78170.33,0.607769325,765,66,2023,5,May,2023-05,2
10,CUST1121,ACC64393,Current,Deposit,Personal Loan,Firm B,South,Manager 3,2023-07-19,66833.19,91253.86,0.711452639,554,8,2023,7,Jul,2023-07,3
162,CUST1498,ACC57597,Savings,Transfer,Savings Account,Firm A,South,Manager 3,2023-11-17,41853.17,79355.33,0.185681031,817,9,2023,11,Nov,2023-11,4
42,CUST3153,ACC22799,Loan,Transfer,Home Loan,Firm D,East,Manager 4,2023-05-05,57417.59,105226.61,0.315045301,622,180,2023,5,May,2023-05,2
69,CUST5705,ACC78178,Savings,Deposit,Mutual Fund,Firm B,North,Manager 2,2023-10-23,67519.5,88866.7,0.419100835,844,161,2023,10,Oct,2023-10,4
138,CUST3015,ACC61926,Credit,Payment,Credit Card,Firm D,North,Manager 2,2023-12-17,17533.82,64007.41,-0.050722056,819,119,2023,12,Dec,2023-12,4
11,CUST9525,ACC39482,Loan,Deposit,Home Loan,Firm C,South,Manager 4,2024-05-28,72309.86,53696.88,0.472981521,792,18,2024,5,May,2024-05,2
72,CUST8288,ACC11837,Current,Payment,Mutual Fund,Firm E,East,Manager 4,2023-01-21,44931.4,49684.02,0.417029422,460,65,2023,1,Jan,2023-01,1
104,CUST4684,ACC11188,Loan,Deposit,Personal Loan,Firm E,West,Manager 1,2023-05-21,2038.9,82790.54,0.665761193,359,163,2023,5,May,2023-05,2
190,CUST3602,ACC17688,Current,Transfer,Personal Loan,Firm A,South,Manager 2,2024-06-22,73721.61,102732.8,0.360735635,670,128,2024,6,Jun,2024-06,2
74,CUST6029,ACC45907,Current,Transfer,Credit Card,Firm B,Central,Manager 3,2024-03-28,9004.9,69567.28,0.6832144,452,211,2024,3,Mar,2024-03,1
118,CUST6292,ACC77638,Savings,Payment,Savings Account,Firm D,Central,Manager 4,2024-06-11,87680.7,19661.66,0.369476691,811,38,2024,6,Jun,2024-06,2
19,CUST4346,ACC80442,Current,Transfer,Credit Card,Firm A,Central,Manager 4,2024-04-25,90792.08,123473.93,0.568701996,306,129,2024,4,Apr,2024-04,2
98,CUST8416,ACC58667,Savings,Withdrawal,Mutual Fund,Firm C,South,Manager 1,2023-10-18,63036.4,95153.01,0.119829315,771,184,2023,10,Oct,2023-10,4
28,CUST1962,ACC94907,Credit,Withdrawal,Mutual Fund,Firm E,North,Manager 3,2023-09-08,97381.24,83324.54,0.68995823,479,157,2023,9,Sep,2023-09,3
9,CUST8765,ACC32212,Current,Withdrawal,Savings Account,Firm E,South,Manager 4,2023-05-15,62001.53,82209.54,0.470777687,677,126,2023,5,May,2023-05,2
84,CUST3153,ACC39529,Credit,Deposit,Home Loan,Firm E,West,Manager 1,2023-12-25,48251.35,143886.08,0.780390626,320,168,2023,12,Dec,2023-12,4
76,CUST9129,ACC65144,Savings,Withdrawal,Home Loan,Firm C,South,Manager 2,2023-06-19,41823.81,40328.36,0.224297459,533,147,2023,6,Jun,2023-06,2
180,CUST6549,ACC71388,Current,Payment,Home Loan,Firm B,East,Manager 2,2023-06-06,66701.93,114264.15,0.211994564,763,207,2023,6,Jun,2023-06,2
70,CUST1840,ACC29356,Credit,Payment,Mutual Fund,Firm B,North,Manager 4,2023-04-17,102768.85,60654.88,0.755747692,483,205,2023,4,Apr,2023-04,2
192,CUST5253,ACC82298,Loan,Deposit,Savings Account,Firm A,East,Manager 3,2023-01-12,44817.42,46317.1,0.683504207,663,215,2023,1,Jan,2023-01,1
58,CUST1768,ACC53466,Savings,Payment,Savings Account,Firm D,South,Manager 4,2023-10-19,65264.19,46615.92,0.725526847,655,70,2023,10,Oct,2023-10,4
67,CUST1962,ACC94203,Savings,Deposit,Home Loan,Firm C,South,Manager 2,2024-06-07,-27308.24,101402.65,0.446907988,608,129,2024,6,Jun,2024-06,2
190,CUST3153,ACC21878,Credit,Deposit,Mutual Fund,Firm C,Central,Manager 1,2023-04-03,74031.99,73259.2,0.625267206,748,148,2023,4,Apr,2023-04,2
170,CUST3315,ACC34821,Savings,Transfer,Credit Card,Firm E,West,Manager 3,2023-02-04,47774.0,-32532.52,0.68824808,684,91,2023,2,Feb,2023-02,1
175,CUST1121,ACC54589,Credit,Transfer,Home Loan,Firm D,Central,Manager 2,2023-05-29,38289.45,43922.63,0.57046605,308,157,2023,5,May,2023-05,2
67,CUST2805,ACC96277,Current,Withdrawal,Personal Loan,Firm A,South,Manager 2,2023-08-11,72294.14,83081.17,0.638480813,346,176,2023,8,Aug,2023-08,3
165,CUST9169,ACC35163,Credit,Withdrawal,Home Loan,Firm B,Central,Manager 4,2024-04-06,45013.39,70977.57,0.672509462,491,233,2024,4,Apr,2024-04,2
